Instance,Year of Record,Gender,Age,Country,Size of City,Profession,University Degree,Wears Glasses,Hair Color,Body Height [cm]
88244,2003.0,-1,27.0,80,-0.0014110281116264788,979,1,0,0,191
90717,1985.0,0,36.0,142,-0.35778795957333526,915,-1,0,1,183
44743,2019.0,0,27.0,148,0.3211998648972397,929,0,1,0,183
16238,2013.0,1,40.0,144,-0.2805362841102814,835,0,1,-1,218
23422,1988.0,0,51.0,53,-0.30850164016949716,960,1,0,2,151
31545,1990.0,-1,54.0,23,0.13144899626311238,839,0,1,2,166
32965,1984.0,0,17.0,144,-0.02552565130406704,817,-1,1,3,161
4342,1992.0,0,36.0,128,0.4824997454182469,1019,1,0,0,186
70786,1998.0,1,31.0,43,-0.18959275325161978,1238,0,0,3,166
100625,1993.0,-1,62.0,151,0.43889351210047595,881,0,1,1,197
773,2002.0,0,64.0,45,0.012106426469971813,668,-1,0,1,139
43186,2018.0,0,21.0,34,-0.1400494709462889,1243,0,1,2,165
21145,1996.0,1,26.0,43,0.27936315047693283,806,-1,1,2,195
467,1993.0,1,28.0,77,0.13248612450812675,1061,0,1,2,194
20602,2016.0,1,33.0,13,-0.22456800160372556,673,0,1,1,148
32406,2010.0,1,20.0,33,0.0833510143206906,867,-1,1,-1,200
46773,2002.0,-1,31.0,7,-0.2602654363053338,1023,0,1,0,152
66084,1992.0,-1,41.0,96,-0.20405642501561042,924,1,0,0,154
105919,1981.0,-1,34.0,112,0.13222962543858607,987,0,0,0,201
83274,1990.0,1,15.0,132,-0.02928361778041159,1093,1,1,0,164
74412,2017.0,-1,36.0,141,-0.1257087146496188,1045,0,1,2,151
109888,1993.0,1,46.0,105,-0.3816535050074696,596,-1,0,0,150
110257,2013.0,-1,27.0,83,-0.07558749773190512,835,0,0,1,198
90557,2010.0,0,22.0,8,-0.28824331582725765,906,0,0,2,142
57839,1980.0,1,32.0,105,-0.31832699241195667,963,0,1,0,176
111911,1995.0,-1,29.0,64,0.0009433828775027436,1271,-1,0,0,199
11285,1991.0,1,15.0,28,-0.3669300873502732,794,0,0,2,150
259,1993.0,0,19.0,153,-0.2805052073694872,858,0,0,-1,167
59925,2013.0,-1,44.0,29,-0.3851786278438333,1103,0,1,2,183
101884,1996.0,1,18.0,64,-0.3397333008357752,1044,0,0,2,167
25500,1982.0,-1,59.0,55,-0.36323612968332575,936,1,1,0,159
103439,2014.0,0,40.0,128,-0.2726478941000134,877,-1,0,2,159
108612,1994.0,-1,44.0,69,-0.2850948245360423,910,-1,0,-1,153
1148,2008.0,1,27.0,113,-0.31472069898396615,1046,1,0,1,176
5831,2010.0,1,28.0,71,-0.221706622290893,966,-1,0,2,171
104603,1987.0,-1,25.0,113,0.40234309043885813,842,1,1,0,154
32391,1988.0,-1,47.0,65,-0.35241585790349783,359,-1,1,0,190
31432,2017.0,-1,27.0,105,0.1914683870397736,801,0,0,2,198
105077,2000.0,0,19.0,156,-0.2814913140997647,464,0,1,2,158
19217,1994.0,-1,15.0,72,-0.21973023434276856,1171,1,1,1,203
937,1986.0,-1,48.0,112,-0.2280077793608931,528,0,0,0,152
57609,2002.0,1,17.0,78,-0.11765705579219284,1158,-1,1,2,178
97552,1995.0,0,52.0,109,0.07222461345244163,1033,0,0,1,161
5073,1997.0,-1,33.0,78,-0.20445810348617502,1150,0,0,2,169
11724,1990.0,0,42.0,68,-0.3857528518005988,704,0,1,0,153
61786,1987.0,1,44.0,113,0.15832388340281614,136,0,1,2,228
53836,2019.0,0,67.0,105,0.29241816460223446,918,0,1,2,166
52199,2014.0,-1,43.0,92,-0.26994514531481717,772,0,0,0,181
24309,1998.0,-1,51.0,69,0.550536935319827,708,2,1,0,155
565,2013.0,-1,23.0,77,0.31298076270508646,758,-1,1,0,150
19504,2013.0,0,29.0,101,0.024819132614584447,1076,-1,1,2,141
90800,2004.0,1,42.0,55,-0.3534019646337754,12,1,1,0,198
13238,2011.0,-1,37.0,12,-0.3360045557724163,1012,0,1,-1,174
6017,2018.0,-1,34.0,109,-0.35789000260280895,136,-1,0,0,202
38907,1985.0,0,17.0,63,-0.31897311032130593,1099,0,1,2,168
88506,2008.0,0,64.0,128,-0.37542145889834033,1027,1,0,2,150
28541,1990.0,-1,32.0,8,0.3413297077887328,957,1,1,-1,207
76434,2003.0,0,37.0,78,0.006991751533579391,856,1,0,0,167
71136,2002.0,0,20.0,87,-0.3798686796555844,927,0,1,0,161
40532,2012.0,1,31.0,92,-0.3288796331553922,720,0,1,2,209
42596,2000.0,1,94.0,153,0.4422293915003611,797,1,1,3,172
94975,1992.0,-1,14.0,82,-0.35282171086163183,995,2,1,1,184
25483,1999.4212743832472,0,42.0,28,1.2478790539690527,485,0,0,0,136
81573,1991.0,-1,27.0,142,0.18230724215279737,24,1,0,2,179
89045,1999.0,1,31.0,156,0.41084652161768126,1073,1,0,0,195
4770,1983.0,1,53.0,71,-0.2087907577512373,1124,1,0,0,177
86489,2014.0,0,51.0,45,-0.03494143993277531,945,1,0,1,149
87791,2005.0,0,33.0,60,-0.3656165152617756,1222,0,0,1,134
40505,2010.0,0,27.0,138,-0.05108186420379948,1035,-1,1,3,151
56225,2010.0,-1,38.0,82,-0.019320507448162636,985,0,1,2,167
25824,2000.0,0,28.0,63,0.17389240287683552,710,1,0,-1,149
28752,1988.0,0,32.0,38,0.8289854605002904,1081,0,0,1,147
22388,1984.0,-1,25.0,156,0.39067678917830295,862,0,0,0,202
96192,2014.0,1,32.0,36,-0.06316143973372311,1172,0,1,0,186
105575,2007.0,-1,35.0,17,18.31709666010295,570,-1,1,1,161
56581,1981.0,0,26.0,19,-0.29666047426298026,1187,1,1,0,126
53559,2010.0,0,36.0,64,-0.15003484521224117,712,2,0,1,154
26134,2011.0,-1,44.0,80,-0.3426939401863685,761,-1,0,1,164
101598,1986.0,-1,52.0,92,0.14548872562283507,706,0,0,0,181
106559,1996.0,0,45.0,124,-0.23789157442932385,715,0,1,0,144
94301,1985.0,0,34.0,69,-0.36647831502887607,1171,-1,0,1,168
42921,1996.0,1,21.0,64,-0.3844179434423022,1263,0,1,2,164
25665,2015.0,0,18.0,151,-0.3867278265640247,1050,1,1,0,166
72152,2003.0,0,86.0,132,-0.34436744586973694,804,0,0,2,147
46807,2006.0,1,14.0,80,0.4609380532904571,669,0,1,4,225
62122,2008.0,-1,53.0,47,0.31344181166552665,1162,-1,0,2,203
44953,2018.0,1,64.0,25,-0.3568607595009812,709,-1,0,2,177
42469,2016.0,-1,15.0,8,-0.30707257392491344,804,0,0,2,163
94848,1987.0,-1,28.0,23,-0.060689215428747,559,-1,0,2,168
110647,1986.0,1,43.0,21,-0.22245014491019444,848,0,0,2,189
64062,1995.0,-1,37.0,78,-0.11069911267794394,1143,2,1,2,179
63235,2018.0,1,58.0,116,0.12528652494680606,1164,0,0,2,161
89409,1984.0,1,55.0,113,-0.37341956019284744,734,-1,0,2,195
38286,1996.0,1,68.0,125,-0.3741737509470484,713,-1,1,2,156
52860,2017.0,0,46.0,116,0.2557981681477937,845,0,1,0,153
89968,1992.0,-1,30.0,34,-0.35020291565977535,955,-1,1,2,203
66649,2005.0,1,23.0,12,0.4459961707837966,865,1,1,1,157
102418,2009.0,1,44.0,41,-0.0016791229799709806,809,-1,1,1,155
53935,1999.0,1,57.0,80,0.34027077944196726,837,-1,0,0,164
83220,1981.0,-1,39.0,43,-0.02712401621118668,934,1,1,3,210
18385,1996.0,-1,37.345303545323276,43,-0.3709477997198235,1260,1,1,2,161
94830,1987.0,-1,46.0,141,0.12430969485557161,970,-1,0,1,191
31504,1986.0,-1,19.0,7,0.12671466352748553,885,-1,1,0,166
54518,1990.0,-1,45.0,17,1.2195899432072341,831,-1,1,2,186
15498,2005.0,0,14.0,63,0.2990217401050384,849,1,1,2,154
105768,2003.0,-1,50.0,111,-0.3603640822355937,651,-1,0,0,164
88499,2018.0,1,30.0,88,-0.38657708117957496,1300,1,1,1,176
40410,2016.0,1,20.0,35,-0.3474111111397657,765,1,1,2,183
98786,2005.0,-1,28.0,142,-0.3585078267630769,1228,0,1,0,178
17250,1995.0,-1,39.0,77,0.6899717776163362,700,-1,1,1,164
36090,2016.0,0,21.0,28,-0.36484284356558416,848,-1,1,2,157
18601,1992.0,1,29.0,102,-0.11010030562771426,841,0,1,1,175
26589,2005.0,-1,56.0,21,0.08324850745926476,1260,-1,0,-1,170
23800,2008.0,1,33.0,109,0.5221082111404102,652,0,1,0,185
87672,1993.0,-1,41.0,29,0.24014755041824323,1145,0,0,1,209
66760,1999.0,1,50.0,21,-0.23016691709816584,1044,-1,1,0,179
61132,2007.0,0,34.0,108,0.22175522201951567,1127,-1,1,2,175
111494,2019.0,1,31.0,143,0.10074749551814541,1053,-1,1,0,191
76954,2015.0,1,41.0,110,-0.3100448090743106,957,-1,1,0,198
92761,2013.0,-1,21.0,95,-0.21027919448569665,821,-1,0,1,199
34143,2003.0,-1,43.0,23,0.22861947107942965,1043,0,0,-1,161
2976,2013.0,1,27.0,138,-0.005969104705435161,661,-1,0,2,209
18211,1999.0,-1,33.0,7,0.012047055980096213,905,-1,0,1,168
38294,1980.0,1,34.0,142,0.6536852763354936,828,0,0,1,180
98092,1995.0,1,39.0,71,-0.0791038077611779,1029,-1,1,1,168
20204,2005.0,-1,22.0,72,-0.3478990623534308,991,-1,1,3,179
30415,1981.0,1,17.0,47,0.21877974004645342,22,-1,1,0,208
90222,2007.0,0,35.0,142,0.5296436250350898,1050,-1,1,2,149
27584,2012.0,-1,24.0,65,0.30995008472971797,1197,-1,0,0,180
29870,1993.0,1,31.0,21,0.18361014610639548,1036,-1,0,0,122
94125,1991.0,0,17.0,165,0.10098961579716934,959,0,0,2,137
111066,1980.0,-1,62.0,7,-0.33925184326944025,732,0,0,3,158
87262,2010.0,1,40.0,54,0.6326611654402492,906,0,1,4,201
89922,1990.0,0,57.0,129,-0.3497608838093734,805,1,0,0,166
23067,2007.0,-1,73.0,124,0.04386963855341727,886,-1,1,0,195
78016,1982.0,1,64.0,127,-0.3193339715800811,856,1,0,1,194
111816,2002.0,-1,34.0,142,0.022744876124555707,940,0,0,1,155
110022,1983.0,1,18.0,129,-0.36936242210736414,699,0,1,0,162
43231,2013.0,-1,36.0,72,0.29666361846029193,1051,0,1,-1,206
66536,1986.0,0,42.0,36,-0.3791761785510198,1141,-1,1,2,165
28617,2019.0,0,67.0,78,-0.3569971260949142,1001,0,1,0,176
25048,2005.0,-1,37.0,87,-0.12952512395193466,1115,-1,0,2,181
79911,2003.0,1,14.0,45,-0.37945540538621597,639,-1,1,1,175
109730,1991.0,1,19.0,80,1.1020076156725147,1023,1,0,0,175
51667,2015.0,-1,44.0,65,-0.21585306305472066,1241,1,0,0,192
3573,2010.0,0,30.0,25,-0.3771617563828188,871,-1,1,2,166
77046,1985.0,-1,15.0,128,-0.11968956740652781,1039,-1,1,0,173
26600,1980.0,-1,22.0,45,0.038312467934670774,890,0,1,0,173
34470,1983.0,1,22.0,113,-0.18940026299147622,969,0,1,1,173
33603,2011.0,1,30.0,18,0.17321520822669198,611,0,1,2,175
46315,1998.0,0,52.0,80,-0.29975284188798507,1038,0,0,1,161
80413,1982.0,0,69.0,95,-0.28674560245375524,733,1,1,1,166
49818,2005.0,1,19.0,90,-0.3545787062963878,1176,0,0,1,158
83267,1994.0,-1,15.0,132,-0.35107352823396676,409,-1,1,0,173
75948,1999.0,0,29.0,128,-0.17713979300021288,792,0,1,0,166
78794,2004.0,1,30.0,138,-0.040235617834650995,1067,2,0,0,173
65497,2004.0,1,41.0,8,-0.27026565319375495,1148,1,1,2,159
11685,1985.0,1,57.0,76,-0.3698443435056512,1058,1,0,-1,184
100958,1999.0,1,33.0,30,-0.321475483703172,1253,-1,1,1,129
68899,1984.0,0,44.0,43,-0.04251767103924433,881,-1,0,1,176
58855,2000.0,1,26.0,144,-0.36902707160595744,130,0,1,1,172
110913,1980.0,1,45.0,143,-0.016644660916191305,9,1,1,3,175
37145,2003.0,0,35.0,141,-0.3419286174653159,884,0,0,2,158
73854,1982.0,1,69.0,83,-0.231736524424252,812,1,0,-1,167
49432,1983.0,1,34.0,63,0.783769266476596,802,-1,1,1,214
46089,1980.0,0,42.0,110,0.4699243335314716,833,0,1,1,143
20408,1995.0,-1,18.0,151,-0.35153643252221556,832,1,1,1,205
89825,1983.0,1,70.0,39,-0.3651540748054789,829,1,1,1,166
13368,1992.0,1,41.0,158,-0.008986331554191188,23,-1,1,1,200
94271,2012.0,1,75.0,45,-0.3438386774442824,1308,-1,1,1,171
86599,2003.0,1,18.0,158,-0.2593864747560036,900,0,1,0,171
42575,2016.0,1,36.0,34,-0.38303526039293373,590,1,1,2,172
87806,2015.0,-1,45.0,125,0.7019567314280206,1017,0,0,-1,153
56236,2018.0,1,18.0,45,0.03971834258164687,1210,0,1,1,173
14314,1981.0,1,23.0,64,-0.30071854001236786,877,1,0,-1,205
68653,1987.0,-1,33.0,144,-0.37085920781696224,1158,-1,1,0,191
101003,1999.0,-1,16.0,43,-0.3289631229067798,998,0,0,2,206
55884,1980.0,-1,74.0,57,0.06015848904913044,1238,0,1,1,193
64530,2004.0,0,24.0,124,0.03515377234050805,979,0,0,0,165
38798,2003.0,1,19.0,119,-0.35518910914542134,1015,0,0,3,172
109560,1998.0,0,23.0,83,-0.3850320569469529,1186,0,1,-1,173
106700,1996.0,0,54.0,7,-0.3654268079933449,756,-1,0,0,171
72611,1986.0,-1,21.0,130,-0.34184512771392833,752,2,0,1,179
87326,1986.0,1,44.0,12,-0.3236318384487319,1051,0,1,0,188
28305,1994.0,1,25.0,28,0.5836661325023633,1000,0,1,2,197
9078,2014.0,1,71.0,8,0.8367824756159844,907,-1,0,1,176
50518,1998.0,-1,49.0,78,-0.3484064945090863,918,-1,0,3,151
100260,2008.0,-1,46.0,104,0.31993174834005306,1166,-1,1,2,179
31130,1981.0,1,36.0,165,-0.3470562796963686,866,-1,1,1,199
28768,1985.0,1,46.0,45,-0.3730661202453068,838,-1,0,3,179
88565,1983.0,1,20.0,28,-0.1504532216330833,1106,1,1,2,154
111241,2019.0,0,16.0,125,-0.3832861934790486,755,-1,1,2,154
99776,1980.0,-1,30.0,156,-0.34294116261686614,1251,-1,1,0,198
11988,1995.0,-1,17.0,63,-0.34699505387868435,989,1,1,0,188
67203,2016.0,0,42.0,51,-0.35019966883611026,678,1,1,2,162
15192,2014.0,-1,28.0,142,0.017413127834555626,476,-1,0,2,189
26457,1981.0,1,46.0,77,-0.2398540474188837,844,0,1,1,217
19031,1995.0,1,61.0,64,-0.3747373067689145,1165,0,1,1,196
58464,2018.0,0,59.0,80,0.6268525979034357,1041,0,0,1,176
30474,1981.0,1,21.0,80,-0.36893013072795744,1056,2,1,2,194
57964,1996.0,0,23.0,38,0.3357229071511059,1017,0,0,0,165
97198,2004.0,-1,22.0,57,-0.3680525606744837,966,0,1,1,188
39450,1998.0,1,29.0,80,-0.058545384145895295,684,-1,1,2,157
6242,1989.0,1,17.0,83,-0.3604883891987707,1319,0,1,1,173
28311,1983.0,-1,30.0,156,0.016581013312392933,660,1,0,0,177
22966,1982.0,-1,39.0,5,0.0858204556339538,916,1,1,0,160
16118,1994.0,0,22.0,64,0.18372703175833807,1013,2,0,0,160
77075,2018.0,-1,26.0,21,-0.348160199742493,808,0,1,1,172
87588,2016.0,-1,41.0,80,-0.3860074955423309,1121,0,0,0,190
4045,2010.0,0,69.0,34,-0.3476221546779954,1292,1,1,0,143
84074,2005.0,1,32.0,77,-0.36586188236446454,837,0,0,2,176
55623,1990.0,1,52.0,87,-0.3435478548102824,1308,2,1,-1,200
94933,1997.0,0,33.0,127,-0.3586938233758903,946,-1,0,1,171
94009,1990.0,1,30.0,110,-0.13763058731581038,610,1,0,1,198
106581,2002.0,-1,24.0,21,-0.36296525182326833,1129,2,1,1,197
23212,1981.0,-1,37.0,128,-0.19761750985582086,1069,1,0,2,173
48504,2011.0,1,39.0,13,-0.044951861124143885,861,0,0,0,251
69500,1997.0,-1,77.0,104,0.5929000990058275,120,1,1,1,191
31773,2012.0,0,31.0,80,-0.35914605952923956,808,1,1,0,137
41885,1984.0,0,25.0,28,0.07933144662333169,631,-1,0,1,168
90127,1993.0,0,42.0,110,-0.2804087303234393,741,-1,1,-1,168
77789,2018.0,1,45.0,113,-0.3475878311135361,974,-1,0,1,198
74667,1993.0,-1,47.0,12,0.04393782185038378,795,0,1,2,174
98515,2009.0,0,31.0,61,-0.3670223899087517,871,0,1,0,159
45720,1993.0,-1,22.0,38,0.3304857805793451,1036,0,1,0,194
44122,2000.0,-1,15.0,125,0.180573438315649,965,-1,0,2,170
15632,1986.0,-1,30.0,165,0.1452670139497059,1104,1,0,1,173
26232,1984.0,-1,36.0,57,0.16714457563691199,983,0,1,0,162
16193,1999.0,0,61.0,96,-0.3825347857165605,1100,0,0,0,174
97984,2008.0,-1,40.0,109,-0.06397500097779968,505,0,1,1,152
4547,2009.0,-1,16.0,80,-0.01631534023016259,1328,-1,1,0,155
10802,2002.0,1,46.0,34,-0.3474431155444643,512,-1,0,0,202
57966,1997.0,0,16.0,45,-0.11102518654030757,1229,-1,0,0,163
67396,2014.0,-1,18.0,64,0.4422326383240262,1068,0,0,0,160
9411,2001.0,-1,25.0,106,-0.35968224926592857,18,-1,0,-1,174
22354,2003.0,1,16.0,138,-0.21200464934770624,894,-1,1,1,212
48586,2015.0,-1,30.0,116,-0.35809084183809126,1083,1,1,1,176
439,2015.0,1,41.0,153,-0.3639708394955363,870,0,1,-1,186
105360,2012.0,-1,44.0,17,-0.3553161991003113,1115,0,0,0,189
92873,1994.0,-1,46.0,8,0.06156714668781946,817,1,0,0,178
61269,1981.0,1,15.0,113,-0.3521009160079859,1020,-1,0,0,161
30248,2001.0,1,17.0,148,-0.3700275571267517,937,-1,1,2,195
23042,2016.0,1,43.0,165,-0.33735013226561245,457,-1,1,1,200
42936,1983.0,1,35.0,12,-0.36374356183898127,614,2,0,1,170
75083,2014.0,1,39.0,21,-0.3600867107282061,1001,0,1,1,177
74120,2018.0,1,42.0,35,-0.08010151029025926,755,-1,1,0,169
3082,1985.0,1,44.0,127,-0.11824287554776224,1090,1,1,0,198
47302,2017.0,-1,29.0,65,0.4471214270997201,951,1,1,1,166
62561,1985.0,1,18.0,158,-0.3704501080351632,1143,0,1,1,167
25957,2013.0,0,16.0,8,-0.3854731611334505,631,0,0,3,130
19757,1988.0,1,27.0,111,-0.11474419113267127,777,-1,0,0,155
81071,1994.0,0,32.0,12,0.2971715144478996,729,2,1,0,191
5380,1997.0,-1,26.0,69,0.11256361449924607,709,-1,0,2,191
101346,2017.0,1,17.0,144,-0.25879648051286486,815,0,1,0,175
73952,2006.0,1,14.0,65,0.1503612802802036,982,1,1,2,165
45596,1993.0,-1,26.0,156,0.0925696743697338,426,-1,1,0,159
6998,2017.0,-1,17.0,112,0.7168072390401069,959,1,1,0,189
103188,2000.0,-1,79.0,156,0.3200184849151057,984,0,0,0,169
17319,2000.0,1,29.0,84,0.33570203471325905,658,0,1,0,217
57666,1996.0,1,16.0,72,-0.13520613770190604,876,-1,1,1,166
17131,2019.0,0,22.0,109,0.02378849801690022,967,-1,0,0,180
2029,1998.0,1,31.0,28,-0.18302071832156225,789,0,1,1,174
46795,2009.0,1,29.0,64,-0.18216402070593546,870,0,0,2,202
46546,1983.0,-1,39.0,43,-0.2820047760707982,752,0,1,0,156
4767,1986.0,-1,48.0,50,-0.3682881873061775,670,-1,1,0,190
