Instance,Year of Record,Gender,Age,Country,Size of City,Profession,University Degree,Wears Glasses,Hair Color,Body Height [cm]
73115,1986.0,1,14.0,45,0.13119574401723677,903,0,0,0,165
108310,1983.0,1,43.0,13,0.023387283378287774,859,1,0,1,185
84798,1985.0,-1,43.0,103,0.2433461355602911,883,-1,0,1,155
72443,1985.0,1,27.0,64,-0.06071287085830681,650,-1,1,2,132
76983,2009.0,-1,35.0,12,-0.34524919041078006,980,0,1,3,152
32154,1989.0,1,32.0,57,0.012601335162919189,1109,0,1,0,183
60667,1990.0,-1,24.0,108,-0.20185786156240465,706,1,0,2,150
49514,1994.0,1,43.0,144,-0.05122843510067987,799,-1,1,1,169
110452,1988.0,0,64.0,8,-0.2469474294631613,1026,1,1,0,143
107866,2013.0,-1,41.0,135,-0.02218420592075598,957,-1,0,0,196
10125,1995.0,1,24.0,13,0.25327306700027213,812,1,1,0,228
26074,2018.0,0,61.0,64,-0.30949331288320053,858,1,1,0,164
78786,1984.0,1,58.0,83,-0.016934555886287003,1156,0,1,1,196
31245,1983.0,-1,54.0,141,-0.3005659393001095,1061,-1,0,0,159
73300,1991.0,1,21.0,21,0.10683528989015507,890,-1,0,0,205
106628,2012.0,0,43.0,12,0.23476756360521922,859,1,1,-1,163
45381,1995.0,1,22.0,41,-0.06318231217157,948,0,0,0,182
62299,2018.0,1,39.0,65,0.12767479566844248,1256,0,0,0,132
55696,2000.0,-1,23.0,156,-0.35569236681350747,827,-1,0,1,173
33765,2013.0,1,55.0,151,0.4943376645010988,1022,-1,1,2,183
86499,2008.0,1,60.0,111,-0.36802983290882824,642,0,0,1,144
105435,1994.0,1,41.0,63,-0.35375262158960313,760,-1,1,0,142
79262,2008.0,0,54.0,64,-0.37092275279440723,920,0,0,0,188
17121,2007.0,1,72.0,109,0.18783751051831898,511,0,0,1,180
21711,2001.0,1,46.0,104,-0.3614308957255458,1116,-1,0,2,171
31486,1988.0,-1,61.0,47,0.4906135577572614,1028,0,0,3,161
5035,2013.0,0,26.0,125,0.044003685987589525,880,1,0,3,152
36353,1990.0,1,60.0,119,-0.06575982632968487,872,1,1,2,187
31450,2012.0,1,26.0,33,-0.18745031346462454,898,-1,1,2,213
36867,1997.0,1,21.0,43,0.582359517893148,1184,-1,1,0,190
50141,2011.0,1,55.0,127,0.22223853491365922,842,-1,1,0,178
59810,1988.0,-1,72.0,105,0.3035816720266557,381,-1,1,0,189
67716,2006.0,0,24.0,111,0.08690721389784856,553,1,0,0,173
97602,1983.0,0,79.0,143,-0.37269737384334506,736,-1,1,1,167
27630,1997.0,1,41.0,82,0.7259869372051693,639,2,0,0,215
66708,2010.0,0,88.0,43,0.3841386139807526,1030,0,0,-1,179
90906,2001.0,-1,15.0,95,0.2030150196566733,1145,-1,1,3,173
69504,2017.0,1,41.0,142,0.11021105883792547,1239,1,1,3,209
75559,1993.0,0,34.0,36,0.22084935821696064,771,-1,0,1,121
101764,1988.0,1,33.0,142,-0.26453964774442473,876,0,1,2,191
72850,1998.0,1,55.0,112,-0.16270534264920788,513,0,0,0,212
98111,1982.0,1,31.0,55,-0.37186711464899097,711,-1,1,0,172
53937,1998.0,1,51.0,78,-0.34880585381989015,1093,1,0,0,194
85796,1986.0,1,57.0,80,0.016977125799531697,1028,-1,1,0,209
62933,1997.0,-1,48.0,127,-0.014627919588229552,880,1,1,1,157
59798,2017.0,1,15.0,7,-0.38260157751767054,895,1,0,0,185
67680,2018.0,-1,41.0,129,-0.3715178491890197,1097,0,0,0,189
11349,1996.0,1,53.0,51,0.1965417809324244,933,-1,1,0,180
111857,1996.0,-1,49.0,65,0.1285342762757822,852,-1,1,1,187
4185,2010.0,-1,36.0,130,0.28805304210052146,1039,0,0,2,193
90694,1998.0,0,26.0,65,-0.06666244330857483,1077,2,0,1,154
9554,1982.0,-1,25.0,57,-0.36081028857356495,901,1,0,2,207
78334,2003.0,0,26.0,141,-0.13907356851895872,948,0,1,0,195
22578,2014.0,-1,45.0,156,-0.37410324849032117,748,0,0,1,161
52101,1980.0,-1,14.0,113,-0.3243053224432582,998,1,1,0,177
77972,2003.0,0,38.0,41,-0.36923162149685695,947,1,1,1,158
18058,2012.0,1,36.0,142,-0.3512321587616031,1061,1,1,1,195
71679,1982.0,1,60.0,76,-0.3748101283854025,1242,-1,1,1,165
50472,2007.0,1,31.0,13,0.3806719339703602,735,2,0,1,188
16387,1991.0,-1,75.0,117,0.25064638665522904,1146,1,1,0,197
1594,1981.0,1,37.0,92,-0.09276736940770443,798,-1,0,0,164
2573,1998.0,-1,32.0,65,-0.3422825212448087,797,1,1,1,190
60729,1986.0,0,49.0,41,-0.031189967103760905,881,0,1,0,166
99904,1982.0,-1,32.0,45,0.12263618917220316,549,0,0,2,209
46071,2015.0,1,52.0,119,-0.05592380595232587,833,-1,0,1,197
8536,1995.0,0,31.0,148,0.444425171961854,943,-1,1,0,167
48434,1998.0,-1,27.0,119,-0.3636651742390674,1096,0,1,0,191
47005,1980.0,0,19.0,8,-0.36437390946195736,1031,0,1,2,160
44504,1996.0,0,35.0,7,-0.3801261063890294,1186,0,1,1,161
39182,1989.0,0,82.0,86,-0.10105279956901556,981,-1,0,1,166
30718,1984.0,0,44.0,130,-0.35252810523591893,1071,0,0,1,156
17908,1998.0,0,83.0,80,-0.37565476637027334,828,-1,0,3,172
81451,2017.0,-1,29.0,21,-0.36853030758520144,1099,0,0,0,184
9821,1980.0,0,37.0,110,-0.38074439438124946,738,1,0,0,155
80347,2000.0,1,45.0,29,-0.3686782699779383,861,0,1,2,205
48957,2012.0,1,46.0,132,0.001012030006421405,1008,1,0,2,185
89774,1991.0,0,42.0,124,-0.36334095570451236,571,0,1,0,167
54319,2001.0,-1,37.0,57,-0.38297171541548874,846,1,0,0,180
58777,2000.0,-1,33.0,41,-0.2596332333545491,894,-1,0,0,200
10082,1993.0,1,32.0,33,-0.37345713058097185,573,0,1,0,189
19004,2011.0,0,30.0,28,0.4393369354467343,1137,2,1,0,190
79840,2002.0,-1,42.0,112,0.5413771819287071,597,-1,1,1,209
58351,2000.0,-1,17.0,65,0.016054100214746993,732,1,0,2,177
50356,1993.0,-1,30.0,111,-0.38524913030056057,1018,0,0,-1,175
22372,2014.0,0,58.0,13,-0.00875163258640171,1090,-1,0,2,152
14150,1991.0,1,30.0,13,-0.35489411202385196,1104,-1,0,0,207
79725,1999.4212743832472,1,57.0,43,-0.14109170134277693,734,0,1,1,163
9983,1996.0,1,32.0,104,-0.3601618515044549,830,-1,0,2,182
76867,1987.0,0,28.0,125,-0.1355080923027577,1169,-1,0,1,177
22930,1984.0,-1,24.0,138,0.4885624928648403,1320,0,1,1,208
80164,1995.0,1,69.0,82,-0.3742326576049719,875,0,0,1,180
30338,1988.0,-1,52.0,69,-0.38524031749346965,934,-1,0,-1,152
33564,1999.0,-1,28.0,33,-0.3490809061675169,655,0,0,0,152
72396,2007.0,1,17.0,60,-0.11752439985387705,629,-1,1,0,178
59277,2015.0,1,14.0,111,0.7353809257321263,1212,-1,0,0,176
78319,2013.0,-1,40.0,43,0.04343038969472827,916,0,0,2,194
26213,2003.0,0,23.0,116,-0.12749585916126477,1270,1,1,1,137
57916,2019.0,1,28.0,109,-0.06230520595004846,952,-1,1,0,160
1619,1988.0,-1,34.0,82,0.1613564167059932,1038,0,0,2,201
35431,2005.0,1,47.0,82,0.16582358223717988,1067,0,0,3,172
27252,2012.0,-1,56.0,83,-0.28856475137009974,596,0,1,1,199
62970,1993.0,0,78.0,125,0.5913518279495404,824,0,1,2,174
93441,2010.0,-1,30.0,127,0.21351246439780264,699,0,1,0,188
38465,1995.0,0,35.0,64,-0.053996120359177516,1283,-1,0,2,173
56806,2001.0,-1,26.0,138,0.4823633788243139,971,-1,1,0,185
46980,1982.0,1,35.0,153,-0.2888036248254586,400,1,1,1,177
107932,2005.0,-1,71.0,7,0.10438161886326508,760,-1,1,0,160
108961,2005.0,-1,44.0,76,-0.293182198453784,1202,0,1,1,159
6603,1995.0,0,47.0,148,-0.15535685303124605,776,0,1,0,151
106334,1984.0,0,34.0,113,-0.3821595456672686,614,0,0,2,164
33479,2017.0,1,62.0,78,-0.3782888680265509,910,2,1,1,170
87762,1993.0,0,31.0,119,-0.38627187975505817,1175,0,1,0,124
102042,2013.0,-1,23.0,38,-0.3486852575123303,981,-1,1,0,169
9144,2002.0,0,25.0,41,-0.2853429746304442,1019,-1,0,1,147
110810,1993.0,-1,21.0,165,0.24279463936918108,487,-1,0,1,209
89954,2018.0,1,39.0,142,-0.3646888513574693,1076,-1,0,1,150
96114,1981.0,1,17.0,21,0.29467563471336367,1255,1,0,0,168
32331,1998.0,-1,43.0,144,0.019086169685971918,677,-1,0,2,190
77918,1991.0,-1,20.0,60,-0.3862496158213548,971,0,0,1,155
101186,2006.0,1,48.0,83,-0.343595165669402,604,0,1,0,178
68306,2018.0,-1,29.0,129,-0.1695593874061745,1026,1,1,1,190
51565,2004.0,0,20.0,80,-0.3687886619825507,1078,0,1,0,185
72574,2018.0,-1,29.0,72,0.05952953292201081,739,-1,1,0,160
56860,2003.0,0,15.0,106,-0.37146868300209146,1130,0,0,2,156
65126,1988.0,-1,57.0,77,0.489212785261759,756,1,0,2,152
4022,2013.0,0,38.0,8,-0.3413961383842441,701,-1,1,1,171
29034,2019.0,1,32.0,141,-0.013478080178841974,1024,2,1,2,234
34782,1996.0,1,53.0,12,-0.3484519500403973,1015,1,1,1,181
65387,1991.0,-1,44.0,142,-0.3628942855345889,902,0,0,1,185
29948,2003.0,1,45.0,64,-0.363657752927833,767,1,0,2,172
108122,1987.0,-1,48.0,21,-0.3685061883236895,814,-1,0,0,164
9850,2009.0,0,27.0,138,-0.37116348157757467,710,-1,0,2,139
79164,2000.0,1,77.0,141,0.198552028613056,649,-1,1,2,181
30492,2013.0,0,15.0,29,0.07109750180870955,764,2,1,0,178
38351,2013.0,0,21.0,45,0.15363315087069168,918,0,1,0,154
99151,1991.0,-1,26.0,164,-0.29571750390425294,1058,0,1,0,174
73321,2011.0,1,24.0,109,-0.3838794345458524,763,-1,1,0,208
74624,2017.0,1,29.0,105,-0.24939089618710394,1150,0,1,0,171
86461,1996.0,1,15.0,34,0.11890744410884425,44,-1,1,3,211
33269,1980.0,-1,40.0,165,0.4821361011677589,751,-1,1,0,180
59856,1998.0,-1,30.0,8,-0.36034367362969894,977,0,1,2,157
45656,2003.0,0,39.0,65,-0.27583581110716177,1042,-1,0,1,143
61706,2013.0,1,57.0,105,0.18729389947039554,1143,-1,0,-1,163
74486,2013.0,0,28.0,105,-0.037580179908574395,951,0,1,1,187
19176,2006.0,0,32.0,82,0.8148446157749983,821,0,0,0,175
64298,1986.0,-1,65.0,83,0.006058985477799472,781,-1,1,1,208
17827,1999.0,1,27.0,105,0.20957870561159206,1251,2,1,1,204
86443,1980.0,0,15.0,78,-0.35685380202169886,965,-1,1,0,148
44444,1989.0,-1,26.0,69,-0.21791386841813695,860,1,1,2,200
67550,2013.0,0,41.0,148,0.27070804624975564,1020,-1,0,-1,140
39326,1999.0,0,21.0,43,0.30258257800171784,1153,1,0,1,175
22000,1993.0,-1,30.0,109,0.23417107571475032,1199,1,0,0,187
34373,1989.0,1,35.0,45,-0.3664597617507899,1069,1,0,1,216
53312,2018.0,-1,25.0,84,0.5663846816290424,934,0,0,3,172
64104,2006.0,-1,15.0,47,-0.19275887015701695,690,0,1,-1,167
86683,1990.0,1,23.0,64,-0.373836081285881,1002,0,1,2,188
21962,1992.0,1,17.0,153,-0.27945462799786036,136,1,0,1,187
81774,1997.0,1,48.0,124,-0.007623129446813176,1105,0,0,0,195
103332,2010.0,1,45.0,7,-0.36041603141423484,567,1,0,-1,173
93083,2010.0,-1,21.0,77,-0.3703601246364455,626,1,1,1,176
1843,2007.0,-1,28.0,1,-0.21144851483707466,962,1,1,-1,157
25834,1998.0,-1,29.0,34,-0.3427231615993542,1103,1,0,1,191
105961,1987.0,1,16.0,48,0.03869698462300571,992,0,1,0,186
95421,2018.0,-1,25.0,64,-0.3248345547006649,924,0,0,0,151
60984,2015.0,-1,15.0,33,-0.3666211752701392,983,0,1,2,191
72245,1989.0,-1,32.0,7,-0.2262804691710749,687,0,0,2,166
96308,1991.0,1,24.0,95,0.44987890805527037,824,-1,1,-1,146
8943,2013.0,1,25.0,104,-0.23500746735083577,914,0,0,2,165
74189,1998.0,0,38.0,38,0.48631058873713695,1066,-1,1,1,139
80844,2012.0,-1,20.0,77,-0.3554349400800625,897,-1,1,2,157
72922,2007.0,-1,59.0,34,-0.35545302952619645,877,0,0,0,199
17182,1989.0,1,50.0,12,0.03440514756973292,136,-1,0,0,210
5529,1993.0,1,33.0,23,-0.005778933605052382,726,0,0,2,189
58384,2002.0,0,89.0,33,-0.29238858198365003,731,1,1,0,139
16634,2011.0,-1,44.0,21,0.12291912666301656,666,1,1,0,202
92504,2004.0,1,19.0,78,-0.3517145439918423,1001,-1,1,0,172
71261,1983.0,1,43.0,125,-0.33712285460905744,577,-1,0,0,186
22198,2015.0,-1,54.0,25,0.025645217321369148,847,-1,1,0,184
26287,2009.0,0,44.0,65,-0.34809619093309585,652,-1,0,0,165
103955,2000.0,-1,32.0,44,-0.3684816052302254,664,1,1,1,167
53999,2010.0,1,16.0,63,0.6009800516123348,839,-1,0,1,195
11175,2006.0,1,61.0,113,-0.09376646343264224,998,0,0,1,192
89785,2008.0,1,41.0,128,-0.35343118604676105,821,1,0,0,166
5165,1999.0,-1,23.0,7,0.5621888577898654,422,0,1,3,199
93233,2019.0,-1,32.0,17,0.23098826085907562,1180,1,0,1,195
54377,2006.0,-1,38.0,108,0.384233699530944,842,1,1,2,177
17499,2018.0,-1,47.0,141,-0.25991524318145814,882,0,0,1,182
66590,1983.0,1,41.0,25,-0.3649931251180818,717,0,1,2,166
64371,2005.0,0,43.0,105,-0.3802991157071825,1016,0,1,2,146
94972,2017.0,1,64.0,72,-0.3365708945859952,777,0,0,0,149
92755,1995.0,0,63.0,125,0.2575941254665306,634,0,0,1,148
81816,1982.0,0,32.0,105,-0.3708188544371249,1148,2,0,2,169
96367,2019.0,1,25.0,29,0.17399583740216568,1291,-1,1,0,174
70027,2012.0,-1,56.0,78,0.13379969659662438,911,-1,1,2,159
57177,2011.0,-1,31.0,25,-0.38164376453647436,822,1,1,1,183
35474,1989.0,1,34.0,18,0.5392268569985252,1190,1,0,1,163
67325,1993.0,1,87.0,138,-0.3702845200282445,995,-1,0,0,211
30209,2010.0,-1,64.0,17,0.03744649368000091,1115,0,0,0,172
58139,1998.0,1,51.0,72,0.6303740100841821,1126,0,0,2,177
35751,1983.0,-1,25.0,144,0.45275373849471534,748,0,1,0,194
51638,2006.0,0,30.0,158,-0.382751395238216,1064,0,0,0,166
109471,1993.0,0,24.0,7,0.06422861442927404,1144,0,0,1,147
65882,1995.0,1,39.0,15,-0.08201110643727363,24,-1,0,0,212
27023,1986.0,-1,43.0,39,-0.3482543576287801,829,0,1,3,161
8626,2002.0,0,33.0,112,0.24446257906912366,1040,0,0,0,159
62738,1985.0,1,32.0,83,0.16622850753140955,731,1,1,2,171
51632,1986.0,0,76.0,129,0.557140974654583,1103,-1,0,1,153
107610,1985.0,0,50.0,68,-0.36973812598860817,950,-1,0,0,174
49848,2003.0,0,42.0,23,0.10913496870893023,1063,-1,1,3,150
38251,1987.0,0,26.0,138,0.5268597056582668,1168,-1,1,3,167
101491,2013.0,-1,55.0,83,-0.35322895531562226,13,1,1,0,152
111026,1990.0,0,23.0,92,0.11551822403446142,780,-1,1,-1,169
1985,2016.0,1,39.0,7,0.19944165829728566,1137,-1,1,1,175
1812,1995.0,-1,33.0,141,-0.2594746028269127,962,0,0,2,168
98076,2002.0,-1,41.0,23,-0.1315961336182983,1012,1,0,3,170
11112,2015.0,1,44.0,41,-0.08498566074643157,1020,0,1,0,200
40134,2011.0,0,23.0,25,0.6298860588705171,752,1,0,0,154
25357,2006.0,0,39.0,156,-0.36717174379734496,1083,0,1,-1,165
65015,1985.0,-1,60.0,45,0.0044824206724310275,1027,0,1,2,179
65676,1998.0,1,31.0,158,-0.35609358145211994,784,0,0,0,154
73912,1998.0,1,43.0,144,-0.33300124388222485,882,0,0,3,156
88776,2013.0,0,26.0,7,0.25391501042205206,818,-1,0,0,165
75258,1990.0,1,18.0,128,-0.3473178809173829,1254,-1,1,-1,185
1902,2012.0,1,46.0,127,-0.38633681622835964,758,-1,0,0,188
76779,2005.0,-1,41.0,25,0.4733038131348592,724,0,1,1,201
29131,1992.0,0,16.0,138,-0.21104312571089284,1037,-1,0,3,164
59024,2017.0,0,20.0,23,-0.38483678369509644,717,1,0,1,154
91499,1992.0,0,61.0,72,0.028489898683924215,1111,1,1,0,159
89096,1999.0,-1,37.0,113,-0.3578375895922156,1066,1,0,2,191
63823,2018.0,-1,52.0,47,-0.36687906583553637,287,-1,1,0,168
3079,1990.0,1,21.0,138,0.14033091431489242,1126,-1,1,0,200
79204,2001.0,1,79.0,47,-0.0379076452667945,1010,-1,0,0,160
106910,2004.0,1,23.0,105,-0.364066852709632,-1,1,0,3,158
5263,2018.0,-1,21.0,156,-0.35928335378707693,677,0,0,2,164
47311,1989.0,0,25.0,95,-0.11539726652130286,758,2,0,2,177
109179,1981.0,-1,31.0,63,-0.3675488391744455,1032,-1,1,0,205
46745,1995.0,1,41.0,77,0.05475345531069017,1053,0,0,0,176
29541,1993.0,1,17.0,151,-0.27170353224542965,495,-1,0,2,195
31732,2008.0,0,33.0,135,0.07592923925428857,976,-1,0,-1,163
84141,1990.0,1,41.0,69,0.2039547431917355,800,0,1,1,142
74267,1993.0,0,45.0,43,-0.3673804681758139,738,-1,0,1,153
50117,2015.0,1,27.0,117,-0.32118326957331556,54,0,0,-1,152
41710,2012.0,1,24.0,69,-0.21028568813302678,717,2,0,3,172
80309,2002.0,1,49.0,143,-0.3130870828484829,968,2,1,1,187
111335,2018.0,-1,44.0,38,-0.3535053991591055,613,-1,0,2,164
61513,1990.0,0,81.0,65,-0.38125321803276147,1099,0,1,1,166
93171,1991.0,-1,49.0,113,-0.3792318383852782,631,0,1,-1,209
12241,2006.0,1,25.0,46,-0.14910393448426987,948,-1,1,1,192
50525,2001.0,0,48.0,81,0.12072288236957156,1026,1,0,2,165
93822,1997.0,-1,28.0,36,-0.06419856797873748,860,1,0,3,205
8585,1996.0,1,19.0,144,0.1506757583437634,888,-1,0,2,172
19340,1988.0,0,33.0,12,-0.34933183925363176,819,2,1,0,149
33944,1997.0,1,26.0,71,0.05776836299968543,1141,-1,0,1,199
24263,2014.0,1,18.0,142,-0.23420132741799365,541,0,1,2,160
90575,2006.0,1,23.0,111,-0.19603166841140934,1008,1,0,0,168
73886,2018.0,0,30.0,64,-0.20018528354294052,1118,0,1,2,159
45492,2019.0,0,28.0,23,-0.14762431055690142,848,-1,1,2,154
60046,2013.0,-1,46.0,76,-0.11658096566319762,666,-1,1,0,189
84392,1986.0,0,37.345303545323276,105,0.6028812987842105,1047,1,0,0,150
59922,2004.0,0,41.0,73,0.46034017390413173,786,-1,0,1,157
38633,2007.0,1,31.0,142,-0.15817834279619347,1122,-1,1,2,177
40658,2005.0,0,23.0,68,0.44091999389943287,991,0,0,-1,167
17326,1986.0,-1,18.0,125,-0.22340888555529492,1125,1,0,1,207
29881,1992.0,1,24.0,30,-0.3431642657858518,937,0,1,0,159
107380,1980.0,1,39.0,80,-0.23606732336150565,899,-1,0,0,148
101769,2018.0,0,56.0,18,-0.3566645585852204,892,0,0,0,165
105148,1991.0,-1,53.0,73,-0.3556371708112013,1091,1,0,2,167
92113,1983.0,0,30.0,124,0.34881873848819706,1222,0,0,2,147
98405,2004.0,-1,86.0,47,-0.35219414623036865,654,-1,1,1,156
41535,1999.0,1,15.0,22,-0.3337053407855933,691,0,0,1,188
32197,2007.0,0,18.0,105,0.12802638028817453,966,-1,1,2,104
80606,2006.0,1,27.0,111,-0.05027665193486167,1002,1,0,0,180
45758,2007.0,-1,45.0,142,-0.15788473717048054,565,1,0,2,175
81312,1989.0,-1,44.0,135,-0.37099603824284744,1028,0,0,2,195
49906,2009.0,-1,30.0,144,1.1099405335501893,983,0,1,0,187
48036,1989.0,0,18.0,51,-0.0946681527476279,1030,0,1,-1,137
18324,2003.0,1,21.0,104,-0.27809142589048236,764,0,0,0,183
59690,2012.0,0,29.0,8,-0.35595675102623475,850,-1,1,3,157
29754,2003.0,0,49.0,144,0.15550239363786875,570,0,1,0,150
101274,2000.0,-1,36.0,138,0.20787041253181213,1275,1,0,1,203
86150,1986.0,-1,35.0,60,0.15625704822402187,918,-1,0,0,150
35885,1989.0,-1,53.0,83,-0.30170696590240614,1036,2,0,0,186
97646,2011.0,-1,22.0,125,0.3695214138405993,850,0,1,0,174
59886,1980.0,0,26.0,34,-0.374284606783613,1091,-1,1,0,167
46420,2012.0,-1,32.0,101,-0.3410260004864259,922,0,0,1,175
51116,2011.0,-1,73.0,83,-0.382078838907594,850,0,1,0,177
63998,2013.0,-1,15.0,82,-0.19086550812832792,945,0,0,2,210
109397,2001.0,-1,52.0,112,-0.35078548859167963,1017,0,0,0,195
40707,1981.0,-1,59.0,63,0.26805585514734415,1060,0,1,1,201
32455,2003.0,0,17.0,43,-0.34264802082310536,1055,-1,0,2,167
88986,1994.0,-1,44.0,41,-0.34547646806733506,719,0,1,0,165
6011,1983.0,1,58.0,113,0.10590855364975314,744,1,1,2,171
35442,1988.0,-1,43.0,12,0.06995415604665212,996,-1,0,-1,159
96599,1984.0,-1,95.0,12,-0.353249363921517,1077,-1,0,2,156
75136,1999.0,-1,34.0,127,-0.22579205412545764,978,1,1,2,176
87953,2004.0,-1,14.0,127,0.377905640207719,604,1,0,0,171
51399,1988.0,-1,63.0,150,-0.35927314948412953,751,1,1,0,170
19714,2003.0,-1,46.0,38,0.29237966655020575,661,-1,1,0,194
50865,1991.0,-1,41.0,148,0.06913688414695833,763,2,1,2,188
88452,2014.0,-1,26.0,17,0.12203413529830842,926,-1,1,0,159
67995,2015.0,1,14.0,156,-0.3545392805804548,773,0,0,1,199
15794,2008.0,-1,82.0,153,-0.006845283263052399,682,-1,0,0,200
29193,1998.0,-1,47.0,60,0.6024592117077512,860,-1,1,1,162
10723,2012.0,1,46.0,110,-0.05616082407987612,1035,-1,1,1,220
94269,1983.0,1,52.0,141,0.23574995967987952,636,-1,0,0,197
73274,2014.0,0,57.0,53,-0.3471759483400241,1177,-1,0,2,156
108490,1986.0,-1,22.0,105,-0.3549024609989907,986,-1,1,2,162
25069,2019.0,-1,41.0,125,0.5805181050431001,955,1,1,2,204
16114,2019.0,-1,18.0,116,0.11392635277467193,1088,0,1,0,154
42481,2018.0,1,54.0,161,0.10150168627234638,1207,0,1,0,158
53597,2007.0,-1,65.0,45,0.04944814544196281,1096,2,0,0,154
20105,1992.0,1,32.0,60,-0.35365150622403374,1312,2,1,1,162
